Id,Time,Machine,Component,Parameter,Value,Threshold,Probability of Failure
32,09-06-2024 21:30,Asphalt_Paver_1,Drive,Transmission Pressure,206,Medium,Medium
32,20-06-2024 05:53,Excavator_1,Drive,Transmission Pressure,397,Medium,Medium
32,18-05-2024 07:43,Backhoe_Loader_1,Drive,Transmission Pressure,377,Medium,Medium
32,14-06-2024 17:23,Articulated_Truck_1,Drive,Transmission Pressure,450,High,Medium
32,07-06-2024 04:00,Dozer_1,Drive,Transmission Pressure,328,Medium,Medium
33,19-05-2024 16:09,Backhoe_Loader_1,Engine,Oil Pressure,61,Medium,High
33,09-06-2024 00:16,Articulated_Truck_1,Engine,Oil Pressure,35,Medium,High
33,29-05-2024 07:35,Asphalt_Paver_1,Engine,Oil Pressure,58,Medium,High
33,20-05-2024 15:07,Excavator_1,Engine,Oil Pressure,36,Medium,High
33,01-05-2024 04:00,Dozer_1,Engine,Oil Pressure,62,Medium,High
33,07-06-2024 12:29,Dozer_1,Drive,Pedal Sensor,4.461048219,Medium,Low
33,10-05-2024 10:06,Articulated_Truck_1,Drive,Pedal Sensor,4.4,Medium,Low
33,20-05-2024 02:50,Backhoe_Loader_1,Drive,Pedal Sensor,4.762040191,High,Low
33,10-06-2024 16:51,Asphalt_Paver_1,Drive,Pedal Sensor,3.59,Medium,Low
33,10-05-2024 15:44,Excavator_1,Drive,Pedal Sensor,4.33372298,Medium,Low
33,22-06-2024 06:01,Excavator_1,Misc,System Voltage,12.42567151,Medium,High
33,21-05-2024 00:11,Backhoe_Loader_1,Misc,System Voltage,15.05098951,High,High
33,14-05-2024 09:43,Dozer_1,Misc,System Voltage,15.0141789,High,High
33,18-06-2024 12:26,Articulated_Truck_1,Misc,System Voltage,15.1,High,High
33,27-05-2024 06:28,Asphalt_Paver_1,Misc,System Voltage,14.31,Medium,High
33,17-06-2024 17:43,Backhoe_Loader_1,Fuel,Temparature,302,Medium,High
33,13-05-2024 05:53,Excavator_1,Fuel,Temparature,352,Medium,High
33,18-06-2024 03:03,Asphalt_Paver_1,Fuel,Temparature,398,Medium,High
33,16-05-2024 02:16,Articulated_Truck_1,Fuel,Temparature,0,Medium,High
33,26-05-2024 01:00,Dozer_1,Fuel,Temparature,212,Medium,High
34,10-06-2024 12:30,Dozer_1,Misc,Exhaust Gas Temparature,347,Medium,High
34,04-05-2024 15:01,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,293,Medium,High
34,27-05-2024 20:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,177,Medium,High
34,06-05-2024 19:46,Excavator_1,Misc,Exhaust Gas Temparature,195,Medium,High
34,15-05-2024 02:17,Asphalt_Paver_1,Misc,Exhaust Gas Temparature,200,Medium,High
34,18-06-2024 03:42,Asphalt_Paver_1,Fuel,Pressure,65,High,Low
34,10-06-2024 03:56,Dozer_1,Fuel,Pressure,43,Medium,Low
34,07-05-2024 09:54,Excavator_1,Fuel,Pressure,52,Medium,Low
34,23-06-2024 20:40,Backhoe_Loader_1,Fuel,Pressure,59,Medium,Low
34,13-05-2024 07:29,Articulated_Truck_1,Fuel,Pressure,71,High,Low
34,01-06-2024 23:11,Articulated_Truck_1,Engine,Speed,1650,Medium,Medium
34,29-06-2024 07:20,Excavator_1,Engine,Speed,1419,Medium,Medium
34,03-06-2024 02:57,Dozer_1,Engine,Speed,1385,Medium,Medium
34,12-06-2024 19:25,Asphalt_Paver_1,Engine,Speed,1709,Medium,Medium
34,10-06-2024 23:04,Backhoe_Loader_1,Engine,Speed,1434,Medium,Medium
34,13-05-2024 20:51,Dozer_1,Drive,Transmission Pressure,249,Medium,Medium
34,23-06-2024 14:37,Asphalt_Paver_1,Drive,Transmission Pressure,387,Medium,Medium
34,21-06-2024 04:35,Backhoe_Loader_1,Drive,Transmission Pressure,433,Medium,Medium
34,16-06-2024 01:32,Articulated_Truck_1,Drive,Transmission Pressure,447,Medium,Medium
34,27-06-2024 04:19,Excavator_1,Drive,Transmission Pressure,203,Medium,Medium
35,23-05-2024 12:19,Asphalt_Paver_1,Misc,Hydraulic Pump Rate,110,Medium,Medium
35,27-05-2024 22:00,Dozer_1,Misc,Hydraulic Pump Rate,108,Medium,Medium
35,09-05-2024 03:24,Articulated_Truck_1,Misc,Hydraulic Pump Rate,117,Medium,Medium
35,24-05-2024 20:26,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,76,Medium,Medium
35,03-05-2024 17:36,Excavator_1,Misc,Hydraulic Pump Rate,120,Medium,Medium
35,21-06-2024 13:10,Excavator_1,Drive,Pedal Sensor,4.827448942,High,Low
35,25-05-2024 10:00,Articulated_Truck_1,Drive,Pedal Sensor,3.6,Medium,Low
35,12-06-2024 09:01,Dozer_1,Drive,Pedal Sensor,3.654081298,Medium,Low
35,21-05-2024 09:27,Backhoe_Loader_1,Drive,Pedal Sensor,4.988576675,High,Low
35,03-06-2024 16:38,Asphalt_Paver_1,Drive,Pedal Sensor,4.36,Medium,Low
35,27-05-2024 13:21,Excavator_1,Engine,Temparature,79,Medium,High
35,30-05-2024 03:59,Articulated_Truck_1,Engine,Temparature,94,Medium,High
35,12-05-2024 20:53,Asphalt_Paver_1,Engine,Temparature,87,Medium,High
35,18-05-2024 05:49,Backhoe_Loader_1,Engine,Temparature,94,Medium,High
35,13-05-2024 05:51,Dozer_1,Engine,Temparature,85,Medium,High
35,06-06-2024 11:23,Articulated_Truck_1,Fuel,Water in Fuel,144,Medium,High
35,04-05-2024 23:37,Dozer_1,Fuel,Water in Fuel,1737,Medium,High
35,24-05-2024 16:19,Excavator_1,Fuel,Water in Fuel,1647,Medium,High
35,03-06-2024 19:30,Backhoe_Loader_1,Fuel,Water in Fuel,1325,Medium,High
35,14-05-2024 11:22,Asphalt_Paver_1,Fuel,Water in Fuel,97,Medium,High
36,15-05-2024 14:06,Dozer_1,Misc,Air Filter Pressure,26,Medium,Medium
36,29-06-2024 06:03,Asphalt_Paver_1,Misc,Air Filter Pressure,20,Low,Medium
36,22-06-2024 20:24,Excavator_1,Misc,Air Filter Pressure,29,Medium,Medium
36,19-06-2024 13:23,Backhoe_Loader_1,Misc,Air Filter Pressure,27,Medium,Medium
36,13-05-2024 11:20,Articulated_Truck_1,Misc,Air Filter Pressure,32,Medium,Medium
36,25-06-2024 08:39,Asphalt_Paver_1,Drive,Brake Control,2,Medium,Medium
36,26-06-2024 04:53,Articulated_Truck_1,Drive,Brake Control,2,Medium,Medium
36,16-05-2024 17:11,Dozer_1,Drive,Brake Control,10,Medium,Medium
36,26-05-2024 03:39,Excavator_1,Drive,Brake Control,9,Medium,Medium
36,30-06-2024 05:14,Backhoe_Loader_1,Drive,Brake Control,4,Medium,Medium
36,16-06-2024 10:52,Articulated_Truck_1,Fuel,Level,3,Medium,Low
36,09-05-2024 05:38,Backhoe_Loader_1,Fuel,Level,5,Medium,Low
36,07-06-2024 10:24,Dozer_1,Fuel,Level,2,Medium,Low
36,16-05-2024 02:56,Asphalt_Paver_1,Fuel,Level,2,Medium,Low
36,15-05-2024 15:22,Excavator_1,Fuel,Level,7,Medium,Low
36,21-06-2024 01:23,Asphalt_Paver_1,Engine,Oil Pressure,34,Medium,High
36,11-06-2024 02:51,Dozer_1,Engine,Oil Pressure,52,Medium,High
36,06-05-2024 07:00,Backhoe_Loader_1,Engine,Oil Pressure,48,Medium,High
36,27-06-2024 16:29,Excavator_1,Engine,Oil Pressure,39,Medium,High
36,10-05-2024 12:45,Articulated_Truck_1,Engine,Oil Pressure,45,Medium,High
37,24-06-2024 14:18,Asphalt_Paver_1,Drive,Brake Control,5,Medium,Medium
37,03-06-2024 03:33,Backhoe_Loader_1,Drive,Brake Control,4,Medium,Medium
37,08-06-2024 10:58,Articulated_Truck_1,Drive,Brake Control,8,Medium,Medium
37,18-05-2024 14:22,Excavator_1,Drive,Brake Control,9,Medium,Medium
37,23-05-2024 15:59,Dozer_1,Drive,Brake Control,7,Medium,Medium
37,05-05-2024 13:08,Asphalt_Paver_1,Misc,System Voltage,13.98,Medium,High
37,16-06-2024 15:27,Excavator_1,Misc,System Voltage,15.52958035,High,High
37,19-06-2024 12:40,Backhoe_Loader_1,Misc,System Voltage,12.52320098,Medium,High
37,05-06-2024 04:17,Articulated_Truck_1,Misc,System Voltage,13.7,Medium,High
37,28-06-2024 18:23,Dozer_1,Misc,System Voltage,12.54043736,Medium,High
37,15-06-2024 00:53,Dozer_1,Engine,Temparature,89,Medium,High
37,01-06-2024 16:12,Backhoe_Loader_1,Engine,Temparature,75,Medium,High
37,23-06-2024 05:33,Excavator_1,Engine,Temparature,92,Medium,High
37,20-05-2024 18:34,Articulated_Truck_1,Engine,Temparature,92,Medium,High
37,26-05-2024 19:16,Asphalt_Paver_1,Engine,Temparature,101,Medium,High
37,08-05-2024 18:20,Excavator_1,Fuel,Temparature,348,Medium,High
37,25-06-2024 15:39,Backhoe_Loader_1,Fuel,Temparature,202,Medium,High
37,14-05-2024 15:59,Asphalt_Paver_1,Fuel,Temparature,279,Medium,High
37,21-05-2024 14:46,Dozer_1,Fuel,Temparature,253,Medium,High
37,27-06-2024 00:30,Articulated_Truck_1,Fuel,Temparature,0,Medium,High
38,06-05-2024 20:06,Backhoe_Loader_1,Drive,Brake Control,6,Medium,Medium
38,25-05-2024 21:05,Dozer_1,Drive,Brake Control,5,Medium,Medium
38,09-05-2024 18:52,Articulated_Truck_1,Drive,Brake Control,4,Medium,Medium
38,08-06-2024 17:46,Excavator_1,Drive,Brake Control,5,Medium,Medium
38,28-05-2024 23:24,Asphalt_Paver_1,Drive,Brake Control,10,Medium,Medium
38,26-06-2024 13:54,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,211,Medium,High
38,11-06-2024 04:31,Articulated_Truck_1,Misc,Exhaust Gas Temparature,181,Medium,High
38,15-06-2024 03:59,Dozer_1,Misc,Exhaust Gas Temparature,309,Medium,High
38,27-06-2024 08:23,Asphalt_Paver_1,Misc,Exhaust Gas Temparature,237,Medium,High
38,03-06-2024 14:43,Excavator_1,Misc,Exhaust Gas Temparature,348,Medium,High
38,02-06-2024 22:25,Excavator_1,Fuel,Pressure,53,Medium,Low
38,25-05-2024 11:32,Articulated_Truck_1,Fuel,Pressure,72,High,Low
38,20-05-2024 09:56,Asphalt_Paver_1,Fuel,Pressure,45,Medium,Low
38,01-06-2024 07:11,Dozer_1,Fuel,Pressure,55,Medium,Low
38,12-05-2024 05:24,Backhoe_Loader_1,Fuel,Pressure,56,Medium,Low
38,05-06-2024 14:13,Backhoe_Loader_1,Engine,Speed,1585,Medium,Medium
38,18-05-2024 18:36,Dozer_1,Engine,Speed,1724,Medium,Medium
38,17-05-2024 15:25,Excavator_1,Engine,Speed,1443,Medium,Medium
38,15-05-2024 16:00,Asphalt_Paver_1,Engine,Speed,1421,Medium,Medium
38,09-05-2024 04:20,Articulated_Truck_1,Engine,Speed,1870,High,Medium
39,12-06-2024 09:50,Excavator_1,Misc,Hydraulic Pump Rate,112,Medium,Medium
39,13-06-2024 10:51,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,90,Medium,Medium
39,11-06-2024 02:48,Asphalt_Paver_1,Misc,Hydraulic Pump Rate,124,Medium,Medium
39,01-06-2024 06:07,Dozer_1,Misc,Hydraulic Pump Rate,87,Medium,Medium
39,02-06-2024 05:50,Articulated_Truck_1,Misc,Hydraulic Pump Rate,116,Medium,Medium
39,21-05-2024 09:11,Dozer_1,Engine,Oil Pressure,33,Medium,High
39,09-06-2024 12:41,Asphalt_Paver_1,Engine,Oil Pressure,50,Medium,High
39,09-05-2024 08:23,Articulated_Truck_1,Engine,Oil Pressure,46,Medium,High
39,05-05-2024 20:47,Backhoe_Loader_1,Engine,Oil Pressure,49,Medium,High
39,03-05-2024 14:03,Excavator_1,Engine,Oil Pressure,41,Medium,High
39,23-05-2024 20:13,Backhoe_Loader_1,Drive,Pedal Sensor,4.360016508,Medium,Low
39,18-05-2024 13:10,Dozer_1,Drive,Pedal Sensor,4.694670306,Medium,Low
39,20-05-2024 22:52,Articulated_Truck_1,Drive,Pedal Sensor,3.8,Medium,Low
39,28-05-2024 02:03,Asphalt_Paver_1,Drive,Pedal Sensor,4.63,Medium,Low
39,13-05-2024 03:23,Excavator_1,Drive,Pedal Sensor,4.533982406,Medium,Low
39,16-06-2024 02:41,Excavator_1,Fuel,Water in Fuel,461,Medium,High
39,04-06-2024 02:56,Dozer_1,Fuel,Water in Fuel,348,Medium,High
39,25-05-2024 20:04,Asphalt_Paver_1,Fuel,Water in Fuel,708,Medium,High
39,18-05-2024 20:38,Articulated_Truck_1,Fuel,Water in Fuel,184,Medium,High
39,04-06-2024 20:30,Backhoe_Loader_1,Fuel,Water in Fuel,1342,Medium,High
40,15-06-2024 23:56,Asphalt_Paver_1,Misc,Air Filter Pressure,23,Medium,Medium
40,11-05-2024 14:11,Excavator_1,Misc,Air Filter Pressure,20,Low,Medium
40,15-06-2024 17:27,Backhoe_Loader_1,Misc,Air Filter Pressure,23,Medium,Medium
40,14-06-2024 18:31,Dozer_1,Misc,Air Filter Pressure,31,Medium,Medium
40,12-05-2024 04:55,Articulated_Truck_1,Misc,Air Filter Pressure,36,Medium,Medium
40,21-05-2024 14:34,Backhoe_Loader_1,Fuel,Level,6,Medium,Low
40,12-05-2024 16:25,Dozer_1,Fuel,Level,7,Medium,Low
40,18-05-2024 15:29,Asphalt_Paver_1,Fuel,Level,2,Medium,Low
40,19-05-2024 23:24,Articulated_Truck_1,Fuel,Level,7,Medium,Low
40,28-06-2024 18:33,Excavator_1,Fuel,Level,6,Medium,Low
40,28-06-2024 23:32,Asphalt_Paver_1,Engine,Temparature,81,Medium,High
40,13-06-2024 19:48,Dozer_1,Engine,Temparature,89,Medium,High
40,12-05-2024 07:55,Excavator_1,Engine,Temparature,75,Medium,High
40,18-05-2024 20:27,Articulated_Truck_1,Engine,Temparature,100,Medium,High
40,09-06-2024 16:33,Backhoe_Loader_1,Engine,Temparature,93,Medium,High
40,22-05-2024 13:59,Backhoe_Loader_1,Drive,Transmission Pressure,349,Medium,Medium
40,01-05-2024 00:19,Dozer_1,Drive,Transmission Pressure,291,Medium,Medium
40,17-05-2024 05:00,Asphalt_Paver_1,Drive,Transmission Pressure,384,Medium,Medium
40,21-06-2024 03:03,Excavator_1,Drive,Transmission Pressure,354,Medium,Medium
40,22-05-2024 10:03,Articulated_Truck_1,Drive,Transmission Pressure,443,Medium,Medium
41,10-05-2024 04:13,Dozer_1,Fuel,Level,5,Medium,Low
41,19-06-2024 03:27,Backhoe_Loader_1,Fuel,Level,4,Medium,Low
41,21-05-2024 19:51,Articulated_Truck_1,Fuel,Level,6,Medium,Low
41,06-06-2024 13:10,Excavator_1,Fuel,Level,3,Medium,Low
41,26-05-2024 13:40,Asphalt_Paver_1,Fuel,Level,6,Medium,Low
41,13-06-2024 13:11,Dozer_1,Engine,Speed,1771,Medium,Medium
41,20-05-2024 01:01,Excavator_1,Engine,Speed,1515,Medium,Medium
41,30-05-2024 15:40,Asphalt_Paver_1,Engine,Speed,1597,Medium,Medium
41,05-05-2024 09:59,Articulated_Truck_1,Engine,Speed,1700,Medium,Medium
41,06-05-2024 07:11,Backhoe_Loader_1,Engine,Speed,1687,Medium,Medium
41,23-05-2024 11:09,Backhoe_Loader_1,Misc,System Voltage,13.6252553,Medium,High
41,23-06-2024 19:34,Asphalt_Paver_1,Misc,System Voltage,14.99,Medium,High
41,06-05-2024 01:09,Excavator_1,Misc,System Voltage,15.15201686,High,High
41,26-05-2024 08:54,Dozer_1,Misc,System Voltage,13.4100005,Medium,High
41,21-06-2024 09:28,Articulated_Truck_1,Misc,System Voltage,15.2,High,High
41,27-05-2024 23:52,Excavator_1,Drive,Transmission Pressure,274,Medium,Medium
41,15-05-2024 10:38,Backhoe_Loader_1,Drive,Transmission Pressure,289,Medium,Medium
41,12-06-2024 12:53,Asphalt_Paver_1,Drive,Transmission Pressure,226,Medium,Medium
41,23-06-2024 02:41,Articulated_Truck_1,Drive,Transmission Pressure,377,Medium,Medium
41,05-05-2024 00:26,Dozer_1,Drive,Transmission Pressure,264,Medium,Medium
42,19-06-2024 03:02,Articulated_Truck_1,Misc,Exhaust Gas Temparature,176,Medium,High
42,06-05-2024 23:38,Dozer_1,Misc,Exhaust Gas Temparature,366,High,High
42,04-05-2024 00:31,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,216,Medium,High
42,27-06-2024 03:29,Excavator_1,Misc,Exhaust Gas Temparature,312,Medium,High
42,02-06-2024 22:17,Asphalt_Paver_1,Misc,Exhaust Gas Temparature,341,Medium,High
42,29-05-2024 01:20,Dozer_1,Engine,Oil Pressure,39,Medium,High
42,13-06-2024 18:49,Backhoe_Loader_1,Engine,Oil Pressure,38,Medium,High
42,18-05-2024 04:10,Asphalt_Paver_1,Engine,Oil Pressure,59,Medium,High
42,19-06-2024 08:39,Articulated_Truck_1,Engine,Oil Pressure,36,Medium,High
42,28-06-2024 04:06,Excavator_1,Engine,Oil Pressure,39,Medium,High
42,23-06-2024 16:26,Backhoe_Loader_1,Drive,Pedal Sensor,3.803047278,Medium,Low
42,16-06-2024 22:11,Articulated_Truck_1,Drive,Pedal Sensor,3.9,Medium,Low
42,25-06-2024 01:50,Dozer_1,Drive,Pedal Sensor,3.519238045,Medium,Low
42,30-06-2024 03:23,Excavator_1,Drive,Pedal Sensor,4.769654221,High,Low
42,19-06-2024 20:19,Asphalt_Paver_1,Drive,Pedal Sensor,3.83,Medium,Low
42,09-05-2024 09:11,Dozer_1,Fuel,Water in Fuel,1179,Medium,High
42,30-05-2024 10:48,Articulated_Truck_1,Fuel,Water in Fuel,424,Medium,High
42,17-06-2024 22:02,Excavator_1,Fuel,Water in Fuel,1047,Medium,High
42,27-05-2024 18:23,Backhoe_Loader_1,Fuel,Water in Fuel,495,Medium,High
42,22-05-2024 03:55,Asphalt_Paver_1,Fuel,Water in Fuel,980,Medium,High
43,02-06-2024 08:59,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,82,Medium,Medium
43,04-06-2024 08:01,Asphalt_Paver_1,Misc,Hydraulic Pump Rate,100,Medium,Medium
43,02-05-2024 02:23,Excavator_1,Misc,Hydraulic Pump Rate,117,Medium,Medium
43,08-06-2024 17:13,Articulated_Truck_1,Misc,Hydraulic Pump Rate,106,Medium,Medium
43,09-05-2024 20:57,Dozer_1,Misc,Hydraulic Pump Rate,79,Medium,Medium
43,29-06-2024 22:22,Asphalt_Paver_1,Fuel,Level,7,Medium,Low
43,27-05-2024 18:46,Dozer_1,Fuel,Level,2,Medium,Low
43,20-06-2024 17:33,Articulated_Truck_1,Fuel,Level,4,Medium,Low
43,07-05-2024 01:46,Excavator_1,Fuel,Level,9,Medium,Low
43,28-06-2024 06:57,Backhoe_Loader_1,Fuel,Level,5,Medium,Low
43,18-05-2024 18:53,Asphalt_Paver_1,Engine,Speed,1736,Medium,Medium
43,24-06-2024 17:24,Backhoe_Loader_1,Engine,Speed,1434,Medium,Medium
43,16-06-2024 21:30,Dozer_1,Engine,Speed,1488,Medium,Medium
43,22-06-2024 04:26,Excavator_1,Engine,Speed,1648,Medium,Medium
43,22-05-2024 11:05,Articulated_Truck_1,Engine,Speed,1590,Medium,Medium
43,20-06-2024 20:27,Backhoe_Loader_1,Drive,Transmission Pressure,210,Medium,Medium
43,12-06-2024 19:56,Asphalt_Paver_1,Drive,Transmission Pressure,293,Medium,Medium
43,29-05-2024 10:08,Articulated_Truck_1,Drive,Transmission Pressure,300,Medium,Medium
43,20-05-2024 15:01,Excavator_1,Drive,Transmission Pressure,275,Medium,Medium
43,27-05-2024 23:04,Dozer_1,Drive,Transmission Pressure,348,Medium,Medium
44,16-06-2024 04:04,Excavator_1,Misc,Air Filter Pressure,31,Medium,Medium
44,09-06-2024 20:11,Dozer_1,Misc,Air Filter Pressure,26,Medium,Medium
44,05-05-2024 09:52,Backhoe_Loader_1,Misc,Air Filter Pressure,29,Medium,Medium
44,04-05-2024 03:09,Articulated_Truck_1,Misc,Air Filter Pressure,31,Medium,Medium
44,26-06-2024 20:55,Asphalt_Paver_1,Misc,Air Filter Pressure,22,Medium,Medium
44,18-06-2024 05:32,Dozer_1,Engine,Oil Pressure,41,Medium,High
44,05-05-2024 16:17,Asphalt_Paver_1,Engine,Oil Pressure,59,Medium,High
44,23-05-2024 00:22,Excavator_1,Engine,Oil Pressure,58,Medium,High
44,15-05-2024 18:00,Articulated_Truck_1,Engine,Oil Pressure,44,Medium,High
44,30-06-2024 22:32,Backhoe_Loader_1,Engine,Oil Pressure,36,Medium,High
44,01-05-2024 15:13,Dozer_1,Drive,Pedal Sensor,4.238000874,Medium,Low
44,26-06-2024 00:38,Asphalt_Paver_1,Drive,Pedal Sensor,4.61,Medium,Low
44,20-05-2024 08:34,Articulated_Truck_1,Drive,Pedal Sensor,4.6,Medium,Low
44,17-05-2024 23:32,Excavator_1,Drive,Pedal Sensor,4.577743538,Medium,Low
44,07-06-2024 20:54,Backhoe_Loader_1,Drive,Pedal Sensor,3.056436805,Medium,Low
44,15-06-2024 17:30,Dozer_1,Fuel,Temparature,215,Medium,High
44,28-06-2024 07:42,Asphalt_Paver_1,Fuel,Temparature,383,Medium,High
44,17-06-2024 08:14,Backhoe_Loader_1,Fuel,Temparature,329,Medium,High
44,22-06-2024 19:24,Articulated_Truck_1,Fuel,Temparature,0,Medium,High
44,21-05-2024 16:46,Excavator_1,Fuel,Temparature,260,Medium,High
45,05-06-2024 11:11,Dozer_1,Fuel,Pressure,37,Medium,Low
45,05-05-2024 04:52,Articulated_Truck_1,Fuel,Pressure,44,Medium,Low
45,25-05-2024 09:44,Backhoe_Loader_1,Fuel,Pressure,44,Medium,Low
45,13-05-2024 23:56,Excavator_1,Fuel,Pressure,37,Medium,Low
45,26-05-2024 05:03,Asphalt_Paver_1,Fuel,Pressure,58,Medium,Low
45,06-05-2024 19:04,Asphalt_Paver_1,Engine,Speed,1362,Medium,Medium
45,11-06-2024 06:26,Articulated_Truck_1,Engine,Speed,1440,Medium,Medium
45,07-06-2024 19:16,Backhoe_Loader_1,Engine,Speed,1398,Medium,Medium
45,11-05-2024 13:16,Excavator_1,Engine,Speed,1779,Medium,Medium
45,29-06-2024 16:47,Dozer_1,Engine,Speed,1445,Medium,Medium
45,12-06-2024 13:22,Excavator_1,Misc,System Voltage,13.28001145,Medium,High
45,21-06-2024 16:34,Backhoe_Loader_1,Misc,System Voltage,14.7807631,Medium,High
45,17-05-2024 04:51,Dozer_1,Misc,System Voltage,12.24607278,Medium,High
45,08-05-2024 05:33,Articulated_Truck_1,Misc,System Voltage,14.9,Medium,High
45,24-05-2024 18:23,Asphalt_Paver_1,Misc,System Voltage,14.84,Medium,High
45,26-06-2024 19:06,Asphalt_Paver_1,Drive,Transmission Pressure,303,Medium,Medium
45,02-05-2024 11:25,Dozer_1,Drive,Transmission Pressure,302,Medium,Medium
45,26-06-2024 05:57,Articulated_Truck_1,Drive,Transmission Pressure,369,Medium,Medium
45,19-05-2024 02:10,Backhoe_Loader_1,Drive,Transmission Pressure,412,Medium,Medium
45,03-06-2024 05:06,Excavator_1,Drive,Transmission Pressure,323,Medium,Medium
46,11-06-2024 03:09,Articulated_Truck_1,Misc,Exhaust Gas Temparature,182,Medium,High
46,01-05-2024 06:33,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,297,Medium,High
46,03-05-2024 22:05,Dozer_1,Misc,Exhaust Gas Temparature,291,Medium,High
46,22-06-2024 11:27,Asphalt_Paver_1,Misc,Exhaust Gas Temparature,295,Medium,High
46,19-05-2024 23:03,Excavator_1,Misc,Exhaust Gas Temparature,270,Medium,High
46,28-05-2024 12:10,Dozer_1,Drive,Pedal Sensor,4.984918787,High,Low
46,17-06-2024 13:33,Backhoe_Loader_1,Drive,Pedal Sensor,4.929791054,High,Low
46,24-06-2024 18:48,Articulated_Truck_1,Drive,Pedal Sensor,3.2,Medium,Low
46,08-05-2024 11:26,Excavator_1,Drive,Pedal Sensor,4.882826369,High,Low
46,19-05-2024 18:08,Asphalt_Paver_1,Drive,Pedal Sensor,3.68,Medium,Low
46,11-06-2024 19:02,Articulated_Truck_1,Engine,Temparature,102,Medium,High
46,24-05-2024 01:24,Asphalt_Paver_1,Engine,Temparature,77,Medium,High
46,12-05-2024 10:21,Excavator_1,Engine,Temparature,80,Medium,High
46,30-06-2024 03:37,Dozer_1,Engine,Temparature,89,Medium,High
46,19-06-2024 19:04,Backhoe_Loader_1,Engine,Temparature,86,Medium,High
46,08-05-2024 00:10,Asphalt_Paver_1,Fuel,Water in Fuel,826,Medium,High
46,24-06-2024 19:36,Excavator_1,Fuel,Water in Fuel,1072,Medium,High
46,21-05-2024 03:29,Articulated_Truck_1,Fuel,Water in Fuel,426,Medium,High
46,18-06-2024 17:38,Dozer_1,Fuel,Water in Fuel,1031,Medium,High
46,11-06-2024 09:31,Backhoe_Loader_1,Fuel,Water in Fuel,398,Medium,High
47,30-05-2024 09:02,Articulated_Truck_1,Drive,Brake Control,2,Medium,Medium
47,08-05-2024 11:07,Asphalt_Paver_1,Drive,Brake Control,2,Medium,Medium
47,26-06-2024 10:29,Backhoe_Loader_1,Drive,Brake Control,8,Medium,Medium
47,24-05-2024 05:15,Dozer_1,Drive,Brake Control,3,Medium,Medium
47,14-06-2024 19:44,Excavator_1,Drive,Brake Control,3,Medium,Medium
47,10-05-2024 08:19,Asphalt_Paver_1,Misc,Hydraulic Pump Rate,117,Medium,Medium
47,28-05-2024 20:46,Articulated_Truck_1,Misc,Hydraulic Pump Rate,109,Medium,Medium
47,14-06-2024 04:29,Dozer_1,Misc,Hydraulic Pump Rate,119,Medium,Medium
47,20-06-2024 10:39,Excavator_1,Misc,Hydraulic Pump Rate,125,High,Medium
47,08-06-2024 00:46,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,91,Medium,Medium
47,17-06-2024 20:57,Dozer_1,Fuel,Level,3,Medium,Low
47,11-06-2024 22:41,Asphalt_Paver_1,Fuel,Level,4,Medium,Low
47,26-06-2024 11:13,Articulated_Truck_1,Fuel,Level,3,Medium,Low
47,24-05-2024 13:39,Excavator_1,Fuel,Level,2,Medium,Low
47,09-06-2024 00:25,Backhoe_Loader_1,Fuel,Level,6,Medium,Low
47,02-06-2024 18:16,Asphalt_Paver_1,Engine,Oil Pressure,35,Medium,High
47,22-06-2024 04:47,Articulated_Truck_1,Engine,Oil Pressure,56,Medium,High
47,25-05-2024 10:28,Dozer_1,Engine,Oil Pressure,26,Medium,High
47,07-06-2024 09:31,Excavator_1,Engine,Oil Pressure,40,Medium,High
47,03-06-2024 00:49,Backhoe_Loader_1,Engine,Oil Pressure,26,Medium,High
48,21-06-2024 04:13,Backhoe_Loader_1,Misc,Air Filter Pressure,34,Medium,Medium
48,28-05-2024 18:04,Excavator_1,Misc,Air Filter Pressure,35,Medium,Medium
48,01-06-2024 05:07,Articulated_Truck_1,Misc,Air Filter Pressure,35,Medium,Medium
48,12-05-2024 01:56,Dozer_1,Misc,Air Filter Pressure,26,Medium,Medium
48,10-05-2024 09:24,Asphalt_Paver_1,Misc,Air Filter Pressure,22,Medium,Medium
48,10-05-2024 19:49,Backhoe_Loader_1,Drive,Brake Control,5,Medium,Medium
48,13-05-2024 05:10,Articulated_Truck_1,Drive,Brake Control,8,Medium,Medium
48,25-05-2024 05:57,Asphalt_Paver_1,Drive,Brake Control,3,Medium,Medium
48,09-06-2024 07:18,Excavator_1,Drive,Brake Control,4,Medium,Medium
48,02-06-2024 21:45,Dozer_1,Drive,Brake Control,5,Medium,Medium
48,29-06-2024 23:42,Backhoe_Loader_1,Engine,Temparature,90,Medium,High
48,14-06-2024 10:10,Articulated_Truck_1,Engine,Temparature,82,Medium,High
